departamentodededesc,municipiosededesc,claseprestador,ese,n
Cundinamarca,CUCUNUBÁ,Profesional Independiente,NO,1
Cundinamarca,EL COLEGIO,Instituciones Prestadoras de Servicios de Salud - IPS,NO,5
Cundinamarca,EL COLEGIO,Instituciones Prestadoras de Servicios de Salud - IPS,SI,4
Cundinamarca,EL COLEGIO,Profesional Independiente,NO,16
Cundinamarca,EL PEÑÓN,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Cundinamarca,EL ROSAL,Instituciones Prestadoras de Servicios de Salud - IPS,NO,2
Cundinamarca,EL ROSAL,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Cundinamarca,EL ROSAL,Profesional Independiente,NO,19
Cundinamarca,FACATATIVÁ,Instituciones Prestadoras de Servicios de Salud - IPS,NO,36
Cundinamarca,FACATATIVÁ,Instituciones Prestadoras de Servicios de Salud - IPS,SI,3
Cundinamarca,FACATATIVÁ,Objeto Social Diferente a la Prestación de Servicios de Salud,NO,9
Cundinamarca,FACATATIVÁ,Profesional Independiente,NO,126
Cundinamarca,FOMEQUE,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Cundinamarca,FOMEQUE,Profesional Independiente,NO,6
Cundinamarca,FOSCA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,2
Cundinamarca,FUNZA,Instituciones Prestadoras de Servicios de Salud - IPS,NO,31
Cundinamarca,FUNZA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,3
Cundinamarca,FUNZA,Objeto Social Diferente a la Prestación de Servicios de Salud,NO,2
Cundinamarca,FUNZA,Profesional Independiente,NO,115
Cundinamarca,FUNZA,Transporte Especial de Pacientes,NO,1
Cundinamarca,FÚQUENE,Instituciones Prestadoras de Servicios de Salud - IPS,SI,2
Cundinamarca,FUSAGASUGÁ,Instituciones Prestadoras de Servicios de Salud - IPS,NO,58
Cundinamarca,FUSAGASUGÁ,Instituciones Prestadoras de Servicios de Salud - IPS,SI,10
Cundinamarca,FUSAGASUGÁ,Objeto Social Diferente a la Prestación de Servicios de Salud,NO,8
Cundinamarca,FUSAGASUGÁ,Profesional Independiente,NO,170
Cundinamarca,GACHALA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Cundinamarca,GACHANCIPÁ,Instituciones Prestadoras de Servicios de Salud - IPS,NO,1
Cundinamarca,GACHANCIPÁ,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Cundinamarca,GACHANCIPÁ,Profesional Independiente,NO,10
Cundinamarca,GACHETÁ,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Cundinamarca,GACHETÁ,Profesional Independiente,NO,6
Cundinamarca,GAMA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Cundinamarca,GIRARDOT,Instituciones Prestadoras de Servicios de Salud - IPS,NO,66
Cundinamarca,GIRARDOT,Instituciones Prestadoras de Servicios de Salud - IPS,SI,3
Cundinamarca,GIRARDOT,Objeto Social Diferente a la Prestación de Servicios de Salud,NO,7
Cundinamarca,GIRARDOT,Profesional Independiente,NO,97
Cundinamarca,GIRARDOT,Transporte Especial de Pacientes,NO,5
Cundinamarca,GRANADA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Cundinamarca,GUACHETÁ,Instituciones Prestadoras de Servicios de Salud - IPS,NO,1
Cundinamarca,GUACHETÁ,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Cundinamarca,GUACHETÁ,Profesional Independiente,NO,1
Cundinamarca,GUADUAS,Instituciones Prestadoras de Servicios de Salud - IPS,NO,3
Cundinamarca,GUADUAS,Instituciones Prestadoras de Servicios de Salud - IPS,SI,2
Cundinamarca,GUADUAS,Profesional Independiente,NO,15
Cundinamarca,GUASCA,Instituciones Prestadoras de Servicios de Salud - IPS,NO,1
Cundinamarca,GUASCA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Cundinamarca,GUASCA,Profesional Independiente,NO,31
Cundinamarca,GUATAQUÍ,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Cundinamarca,GUATAVITA,Instituciones Prestadoras de Servicios de Salud - IPS,NO,1
Cundinamarca,GUATAVITA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Cundinamarca,GUATAVITA,Profesional Independiente,NO,9
Cundinamarca,GUAYABAL DE SIQUIMA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Cundinamarca,GUAYABETAL,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Cundinamarca,GUTIÉRREZ,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Cundinamarca,JERUSALÉN,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Cundinamarca,JUNÍN,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Cundinamarca,JUNÍN,Profesional Independiente,NO,2
Cundinamarca,LA CALERA,Instituciones Prestadoras de Servicios de Salud - IPS,NO,5
Cundinamarca,LA CALERA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Cundinamarca,LA CALERA,Profesional Independiente,NO,25
Cundinamarca,LA MESA,Instituciones Prestadoras de Servicios de Salud - IPS,NO,12
Cundinamarca,LA MESA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,4
Cundinamarca,LA MESA,Objeto Social Diferente a la Prestación de Servicios de Salud,NO,2
Cundinamarca,LA MESA,Profesional Independiente,NO,40
Cundinamarca,LA PALMA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Cundinamarca,LA PALMA,Profesional Independiente,NO,2
Cundinamarca,LA PEÑA,Instituciones Prestadoras de Servicios de Salud - IPS,NO,1
Cundinamarca,LA PEÑA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Cundinamarca,LA PEÑA,Profesional Independiente,NO,3
Cundinamarca,LA VEGA,Instituciones Prestadoras de Servicios de Salud - IPS,NO,3
Cundinamarca,LA VEGA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Cundinamarca,LA VEGA,Profesional Independiente,NO,21
Cundinamarca,LENGUAZAQUE,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Cundinamarca,LENGUAZAQUE,Profesional Independiente,NO,2
Cundinamarca,MACHETA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Cundinamarca,MACHETA,Profesional Independiente,NO,6
Cundinamarca,MADRID,Instituciones Prestadoras de Servicios de Salud - IPS,NO,25
Cundinamarca,MADRID,Instituciones Prestadoras de Servicios de Salud - IPS,SI,3
Cundinamarca,MADRID,Objeto Social Diferente a la Prestación de Servicios de Salud,NO,4
Cundinamarca,MADRID,Profesional Independiente,NO,66
Cundinamarca,MANTA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Cundinamarca,MANTA,Profesional Independiente,NO,1
Cundinamarca,MEDINA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Cundinamarca,MEDINA,Profesional Independiente,NO,1
Cundinamarca,MOSQUERA,Instituciones Prestadoras de Servicios de Salud - IPS,NO,20
Cundinamarca,MOSQUERA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,3
Cundinamarca,MOSQUERA,Objeto Social Diferente a la Prestación de Servicios de Salud,NO,8
Cundinamarca,MOSQUERA,Profesional Independiente,NO,166
Cundinamarca,NARIÑO,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Cundinamarca,NEMOCÓN,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Cundinamarca,NEMOCÓN,Profesional Independiente,NO,8
Cundinamarca,NILO,Instituciones Prestadoras de Servicios de Salud - IPS,NO,1
Cundinamarca,NILO,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Cundinamarca,NILO,Profesional Independiente,NO,3
Cundinamarca,NIMAIMA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Cundinamarca,NOCAIMA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Cundinamarca,NOCAIMA,Profesional Independiente,NO,3
Cundinamarca,PACHO,Instituciones Prestadoras de Servicios de Salud - IPS,NO,4
Cundinamarca,PACHO,Instituciones Prestadoras de Servicios de Salud - IPS,SI,2
Cundinamarca,PACHO,Profesional Independiente,NO,19
Cundinamarca,PAIME,Instituciones Prestadoras de Servicios de Salud - IPS,SI,2
Cundinamarca,PANDI,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Cundinamarca,PARATEBUENO,Instituciones Prestadoras de Servicios de Salud - IPS,SI,2
Cundinamarca,PARATEBUENO,Profesional Independiente,NO,2
Cundinamarca,PASCA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Cundinamarca,PUERTO SALGAR,Instituciones Prestadoras de Servicios de Salud - IPS,NO,2
Cundinamarca,PUERTO SALGAR,Instituciones Prestadoras de Servicios de Salud - IPS,SI,3
Cundinamarca,PUERTO SALGAR,Profesional Independiente,NO,1
Cundinamarca,PUERTO SALGAR,Transporte Especial de Pacientes,NO,1
Cundinamarca,PULÍ,Instituciones Prestadoras de Servicios de Salud - IPS,SI,3
Cundinamarca,QUEBRADANEGRA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,3
Cundinamarca,QUETAME,Instituciones Prestadoras de Servicios de Salud - IPS,SI,2
Cundinamarca,QUIPILE,Instituciones Prestadoras de Servicios de Salud - IPS,SI,5
Cundinamarca,QUIPILE,Profesional Independiente,NO,1
Cundinamarca,RICAURTE,Instituciones Prestadoras de Servicios de Salud - IPS,NO,2
Cundinamarca,RICAURTE,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Cundinamarca,SAN ANTONIO DEL TEQUENDAMA,Instituciones Prestadoras de Servicios de Salud - IPS,NO,2
Cundinamarca,SAN ANTONIO DEL TEQUENDAMA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,2
Cundinamarca,SAN ANTONIO DEL TEQUENDAMA,Profesional Independiente,NO,1
Cundinamarca,SAN BERNARDO,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Cundinamarca,SAN CAYETANO,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Cundinamarca,SAN FRANCISCO,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Cundinamarca,SAN FRANCISCO,Profesional Independiente,NO,6
Cundinamarca,SAN JUAN DE RÍO SECO,Instituciones Prestadoras de Servicios de Salud - IPS,SI,3
Cundinamarca,SASAIMA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Cundinamarca,SASAIMA,Objeto Social Diferente a la Prestación de Servicios de Salud,NO,1
Cundinamarca,SASAIMA,Profesional Independiente,NO,2
Cundinamarca,SESQUILÉ,Instituciones Prestadoras de Servicios de Salud - IPS,NO,1
Cundinamarca,SESQUILÉ,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Cundinamarca,SESQUILÉ,Profesional Independiente,NO,4
Cundinamarca,SIBATÉ,Instituciones Prestadoras de Servicios de Salud - IPS,NO,3
Cundinamarca,SIBATÉ,Instituciones Prestadoras de Servicios de Salud - IPS,SI,2
Cundinamarca,SIBATÉ,Objeto Social Diferente a la Prestación de Servicios de Salud,NO,3
Cundinamarca,SIBATÉ,Profesional Independiente,NO,12
Cundinamarca,SILVANIA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,3
Cundinamarca,SILVANIA,Profesional Independiente,NO,4
Cundinamarca,SIMIJACA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Cundinamarca,SIMIJACA,Objeto Social Diferente a la Prestación de Servicios de Salud,NO,1
Cundinamarca,SIMIJACA,Profesional Independiente,NO,9
Cundinamarca,SOACHA,Instituciones Prestadoras de Servicios de Salud - IPS,NO,65
Cundinamarca,SOACHA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,13
Cundinamarca,SOACHA,Objeto Social Diferente a la Prestación de Servicios de Salud,NO,23
Cundinamarca,SOACHA,Profesional Independiente,NO,323
Cundinamarca,SOACHA,Transporte Especial de Pacientes,NO,2
Cundinamarca,SOPÓ,Instituciones Prestadoras de Servicios de Salud - IPS,NO,7
Cundinamarca,SOPÓ,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Cundinamarca,SOPÓ,Objeto Social Diferente a la Prestación de Servicios de Salud,NO,1
Cundinamarca,SOPÓ,Profesional Independiente,NO,39
Cundinamarca,SOPÓ,Transporte Especial de Pacientes,NO,1
Cundinamarca,SUBACHOQUE,Instituciones Prestadoras de Servicios de Salud - IPS,NO,2
Cundinamarca,SUBACHOQUE,Instituciones Prestadoras de Servicios de Salud - IPS,SI,2
Cundinamarca,SUBACHOQUE,Profesional Independiente,NO,14
Cundinamarca,SUESCA,Instituciones Prestadoras de Servicios de Salud - IPS,NO,2
Cundinamarca,SUESCA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Cundinamarca,SUESCA,Profesional Independiente,NO,6
Cundinamarca,SUPATÁ,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Cundinamarca,SUPATÁ,Profesional Independiente,NO,4
Cundinamarca,SUSA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Cundinamarca,SUSA,Profesional Independiente,NO,6
Cundinamarca,SUTATAUSA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Cundinamarca,SUTATAUSA,Profesional Independiente,NO,2
Cundinamarca,TABIO,Instituciones Prestadoras de Servicios de Salud - IPS,NO,2
Cundinamarca,TABIO,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Cundinamarca,TABIO,Profesional Independiente,NO,15
Cundinamarca,TAUSA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Cundinamarca,TAUSA,Profesional Independiente,NO,1
Cundinamarca,TENA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,2
Cundinamarca,TENA,Profesional Independiente,NO,1
Cundinamarca,TENJO,Instituciones Prestadoras de Servicios de Salud - IPS,NO,4
Cundinamarca,TENJO,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Cundinamarca,TENJO,Objeto Social Diferente a la Prestación de Servicios de Salud,NO,1
Cundinamarca,TENJO,Profesional Independiente,NO,18
Cundinamarca,TIBACUY,Instituciones Prestadoras de Servicios de Salud - IPS,SI,2
Cundinamarca,TIBIRITA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Cundinamarca,TOCAIMA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Cundinamarca,TOCAIMA,Profesional Independiente,NO,1
Cundinamarca,TOCANCIPÁ,Instituciones Prestadoras de Servicios de Salud - IPS,NO,9
Cundinamarca,TOCANCIPÁ,Objeto Social Diferente a la Prestación de Servicios de Salud,NO,2
Cundinamarca,TOCANCIPÁ,Profesional Independiente,NO,46
Cundinamarca,TOCANCIPÁ,Transporte Especial de Pacientes,NO,1
Cundinamarca,TOPAIPÍ,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Cundinamarca,UBALÁ,Instituciones Prestadoras de Servicios de Salud - IPS,SI,3
Cundinamarca,UBALÁ,Profesional Independiente,NO,1
Cundinamarca,UBAQUE,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Cundinamarca,UBAQUE,Profesional Independiente,NO,1
Cundinamarca,UNE,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Cundinamarca,UNE,Profesional Independiente,NO,2
Cundinamarca,ÚTICA,Instituciones Prestadoras de Servicios de Salud - IPS,NO,1
Cundinamarca,ÚTICA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Cundinamarca,VENECIA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Cundinamarca,VERGARA,Instituciones Prestadoras de Servicios de Salud - IPS,NO,1
Cundinamarca,VERGARA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Cundinamarca,VIANÍ,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Cundinamarca,VIANÍ,Profesional Independiente,NO,2
Cundinamarca,VILLA DE SAN DIEGO DE UBATE,Instituciones Prestadoras de Servicios de Salud - IPS,NO,25
Cundinamarca,VILLA DE SAN DIEGO DE UBATE,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Cundinamarca,VILLA DE SAN DIEGO DE UBATE,Objeto Social Diferente a la Prestación de Servicios de Salud,NO,1
Cundinamarca,VILLA DE SAN DIEGO DE UBATE,Profesional Independiente,NO,76
Cundinamarca,VILLAGÓMEZ,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Cundinamarca,VILLAPINZÓN,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Cundinamarca,VILLAPINZÓN,Profesional Independiente,NO,13
Cundinamarca,VILLETA,Instituciones Prestadoras de Servicios de Salud - IPS,NO,10
Cundinamarca,VILLETA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,2
Cundinamarca,VILLETA,Objeto Social Diferente a la Prestación de Servicios de Salud,NO,1
Cundinamarca,VILLETA,Profesional Independiente,NO,16
Cundinamarca,VIOTÁ,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Cundinamarca,VIOTÁ,Profesional Independiente,NO,1
Cundinamarca,YACOPÍ,Instituciones Prestadoras de Servicios de Salud - IPS,NO,1
Cundinamarca,YACOPÍ,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Cundinamarca,ZIPACÓN,Instituciones Prestadoras de Servicios de Salud - IPS,SI,2
Cundinamarca,ZIPAQUIRÁ,Instituciones Prestadoras de Servicios de Salud - IPS,NO,38
Cundinamarca,ZIPAQUIRÁ,Instituciones Prestadoras de Servicios de Salud - IPS,SI,2
Cundinamarca,ZIPAQUIRÁ,Objeto Social Diferente a la Prestación de Servicios de Salud,NO,6
Cundinamarca,ZIPAQUIRÁ,Profesional Independiente,NO,178
Cundinamarca,ZIPAQUIRÁ,Transporte Especial de Pacientes,NO,4
Guainía,BARRANCO MINAS,Instituciones Prestadoras de Servicios de Salud - IPS,NO,1
Guainía,BARRANCO MINAS,Instituciones Prestadoras de Servicios de Salud - IPS,SI,6
Guainía,CACAHUAL,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Guainía,INÍRIDA,Instituciones Prestadoras de Servicios de Salud - IPS,NO,11
Guainía,INÍRIDA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,11
Guainía,INÍRIDA,Profesional Independiente,NO,13
Guainía,LA GUADALUPE,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Guainía,MORICHAL,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Guainía,PANA PANA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Guainía,PUERTO COLOMBIA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,2
Guainía,SAN FELIPE,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Guaviare,CALAMAR,Instituciones Prestadoras de Servicios de Salud - IPS,NO,1
Guaviare,CALAMAR,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Guaviare,CALAMAR,Profesional Independiente,NO,2
Guaviare,EL RETORNO,Instituciones Prestadoras de Servicios de Salud - IPS,NO,1
Guaviare,EL RETORNO,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Guaviare,EL RETORNO,Profesional Independiente,NO,3
Guaviare,MIRAFLORES,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Guaviare,SAN JOSÉ DEL GUAVIARE,Instituciones Prestadoras de Servicios de Salud - IPS,NO,22
Guaviare,SAN JOSÉ DEL GUAVIARE,Instituciones Prestadoras de Servicios de Salud - IPS,SI,9
Guaviare,SAN JOSÉ DEL GUAVIARE,Objeto Social Diferente a la Prestación de Servicios de Salud,NO,2
Guaviare,SAN JOSÉ DEL GUAVIARE,Profesional Independiente,NO,50
Guaviare,SAN JOSÉ DEL GUAVIARE,Transporte Especial de Pacientes,NO,3
Huila,ACEVEDO,Instituciones Prestadoras de Servicios de Salud - IPS,SI,2
Huila,ACEVEDO,Profesional Independiente,NO,5
Huila,AGRADO,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Huila,AGRADO,Profesional Independiente,NO,1
Huila,AIPE,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Huila,AIPE,Profesional Independiente,NO,4
Huila,AIPE,Transporte Especial de Pacientes,NO,1
Huila,ALGECIRAS,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Huila,ALGECIRAS,Profesional Independiente,NO,11
Huila,ALTAMIRA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Huila,BARAYA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Huila,BARAYA,Profesional Independiente,NO,1
Huila,CAMPOALEGRE,Instituciones Prestadoras de Servicios de Salud - IPS,NO,3
Huila,CAMPOALEGRE,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Huila,CAMPOALEGRE,Profesional Independiente,NO,16
Huila,COLOMBIA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Huila,COLOMBIA,Profesional Independiente,NO,1
Huila,ELÍAS,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Huila,GARZÓN,Instituciones Prestadoras de Servicios de Salud - IPS,NO,12
Huila,GARZÓN,Instituciones Prestadoras de Servicios de Salud - IPS,SI,5
Huila,GARZÓN,Objeto Social Diferente a la Prestación de Servicios de Salud,NO,3
Huila,GARZÓN,Profesional Independiente,NO,70
Huila,GARZÓN,Transporte Especial de Pacientes,NO,1
Huila,GIGANTE,Instituciones Prestadoras de Servicios de Salud - IPS,NO,1
Huila,GIGANTE,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Huila,GIGANTE,Profesional Independiente,NO,9
Huila,GIGANTE,Transporte Especial de Pacientes,NO,1
Huila,GUADALUPE,Instituciones Prestadoras de Servicios de Salud - IPS,NO,1
Huila,GUADALUPE,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Huila,GUADALUPE,Profesional Independiente,NO,13
Huila,HOBO,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Huila,HOBO,Profesional Independiente,NO,4
Huila,IQUIRA,Instituciones Prestadoras de Servicios de Salud - IPS,NO,1
Huila,IQUIRA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,2
Huila,IQUIRA,Profesional Independiente,NO,2
Huila,ISNOS,Instituciones Prestadoras de Servicios de Salud - IPS,NO,1
Huila,ISNOS,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Huila,ISNOS,Profesional Independiente,NO,14
Huila,LA ARGENTINA,Instituciones Prestadoras de Servicios de Salud - IPS,NO,1
Huila,LA ARGENTINA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,2
Huila,LA ARGENTINA,Profesional Independiente,NO,10
Huila,LA PLATA,Instituciones Prestadoras de Servicios de Salud - IPS,NO,9
Huila,LA PLATA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,6
Huila,LA PLATA,Objeto Social Diferente a la Prestación de Servicios de Salud,NO,1
Huila,LA PLATA,Profesional Independiente,NO,48
Huila,NÁTAGA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Huila,NEIVA,Instituciones Prestadoras de Servicios de Salud - IPS,NO,192
Huila,NEIVA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,16
Huila,NEIVA,Objeto Social Diferente a la Prestación de Servicios de Salud,NO,19
Huila,NEIVA,Profesional Independiente,NO,578
Huila,NEIVA,Transporte Especial de Pacientes,NO,16
Huila,OPORAPA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Huila,OPORAPA,Profesional Independiente,NO,3
Huila,PAICOL,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Huila,PAICOL,Profesional Independiente,NO,1
Huila,PAICOL,Transporte Especial de Pacientes,NO,1
Huila,PALERMO,Instituciones Prestadoras de Servicios de Salud - IPS,NO,1
Huila,PALERMO,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Huila,PALERMO,Profesional Independiente,NO,6
Huila,PALERMO,Transporte Especial de Pacientes,NO,1
Huila,PALESTINA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,3
Huila,PITAL,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Huila,PITAL,Profesional Independiente,NO,12
Huila,PITALITO,Instituciones Prestadoras de Servicios de Salud - IPS,NO,45
Huila,PITALITO,Instituciones Prestadoras de Servicios de Salud - IPS,SI,6
Huila,PITALITO,Objeto Social Diferente a la Prestación de Servicios de Salud,NO,10
Huila,PITALITO,Profesional Independiente,NO,181
Huila,PITALITO,Transporte Especial de Pacientes,NO,4
Huila,RIVERA,Instituciones Prestadoras de Servicios de Salud - IPS,NO,3
Huila,RIVERA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Huila,RIVERA,Profesional Independiente,NO,12
Huila,RIVERA,Transporte Especial de Pacientes,NO,1
Huila,SALADOBLANCO,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Huila,SALADOBLANCO,Profesional Independiente,NO,1
Huila,SAN AGUSTÍN,Instituciones Prestadoras de Servicios de Salud - IPS,NO,3
Huila,SAN AGUSTÍN,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Huila,SAN AGUSTÍN,Profesional Independiente,NO,16
Huila,SANTA MARÍA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Huila,SANTA MARÍA,Profesional Independiente,NO,2
Huila,SUAZA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Huila,SUAZA,Profesional Independiente,NO,6
Huila,TARQUI,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Huila,TARQUI,Profesional Independiente,NO,3
Huila,TELLO,Instituciones Prestadoras de Servicios de Salud - IPS,SI,3
Huila,TERUEL,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Huila,TERUEL,Profesional Independiente,NO,3
Huila,TESALIA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,2
Huila,TESALIA,Profesional Independiente,NO,6
Huila,TIMANÁ,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Huila,TIMANÁ,Profesional Independiente,NO,12
Huila,TIMANÁ,Transporte Especial de Pacientes,NO,1
Huila,VILLAVIEJA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Huila,YAGUARÁ,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Huila,YAGUARÁ,Profesional Independiente,NO,4
La Guajira,ALBANIA,Instituciones Prestadoras de Servicios de Salud - IPS,NO,11
La Guajira,ALBANIA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,6
La Guajira,ALBANIA,Profesional Independiente,NO,1
La Guajira,BARRANCAS,Instituciones Prestadoras de Servicios de Salud - IPS,NO,16
La Guajira,BARRANCAS,Instituciones Prestadoras de Servicios de Salud - IPS,SI,5
La Guajira,BARRANCAS,Profesional Independiente,NO,8
La Guajira,DIBULLA,Instituciones Prestadoras de Servicios de Salud - IPS,NO,15
La Guajira,DIBULLA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,8
La Guajira,DIBULLA,Profesional Independiente,NO,1
La Guajira,DISTRACCIÓN,Instituciones Prestadoras de Servicios de Salud - IPS,NO,4
La Guajira,DISTRACCIÓN,Instituciones Prestadoras de Servicios de Salud - IPS,SI,3
La Guajira,EL MOLINO,Instituciones Prestadoras de Servicios de Salud - IPS,NO,1
La Guajira,EL MOLINO,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
La Guajira,FONSECA,Instituciones Prestadoras de Servicios de Salud - IPS,NO,20
La Guajira,FONSECA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,6
La Guajira,FONSECA,Profesional Independiente,NO,17
La Guajira,HATONUEVO,Instituciones Prestadoras de Servicios de Salud - IPS,NO,4
La Guajira,HATONUEVO,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
La Guajira,LA JAGUA DEL PILAR,Instituciones Prestadoras de Servicios de Salud - IPS,SI,2
