departamentodededesc,municipiosededesc,claseprestador,ese,n
Sucre,OVEJAS,Instituciones Prestadoras de Servicios de Salud - IPS,SI,6
Sucre,OVEJAS,Objeto Social Diferente a la Prestación de Servicios de Salud,NO,1
Sucre,OVEJAS,Profesional Independiente,NO,2
Sucre,PALMITO,Instituciones Prestadoras de Servicios de Salud - IPS,NO,4
Sucre,PALMITO,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Sucre,SAMPUÉS,Instituciones Prestadoras de Servicios de Salud - IPS,NO,11
Sucre,SAMPUÉS,Instituciones Prestadoras de Servicios de Salud - IPS,SI,2
Sucre,SAMPUÉS,Profesional Independiente,NO,6
Sucre,SAN BENITO ABAD,Instituciones Prestadoras de Servicios de Salud - IPS,NO,7
Sucre,SAN BENITO ABAD,Instituciones Prestadoras de Servicios de Salud - IPS,SI,4
Sucre,SAN BENITO ABAD,Profesional Independiente,NO,5
Sucre,SAN JUAN DE BETULIA,Instituciones Prestadoras de Servicios de Salud - IPS,NO,1
Sucre,SAN JUAN DE BETULIA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Sucre,SAN JUAN DE BETULIA,Profesional Independiente,NO,2
Sucre,SAN MARCOS,Instituciones Prestadoras de Servicios de Salud - IPS,NO,19
Sucre,SAN MARCOS,Instituciones Prestadoras de Servicios de Salud - IPS,SI,3
Sucre,SAN MARCOS,Profesional Independiente,NO,9
Sucre,SAN MARCOS,Transporte Especial de Pacientes,NO,2
Sucre,SAN ONOFRE,Instituciones Prestadoras de Servicios de Salud - IPS,NO,12
Sucre,SAN ONOFRE,Instituciones Prestadoras de Servicios de Salud - IPS,SI,7
Sucre,SAN ONOFRE,Profesional Independiente,NO,6
Sucre,SAN PEDRO,Instituciones Prestadoras de Servicios de Salud - IPS,NO,6
Sucre,SAN PEDRO,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Sucre,SAN PEDRO,Profesional Independiente,NO,7
Sucre,SANTIAGO DE TOLÚ,Instituciones Prestadoras de Servicios de Salud - IPS,NO,9
Sucre,SANTIAGO DE TOLÚ,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Sucre,SANTIAGO DE TOLÚ,Profesional Independiente,NO,10
Sucre,SINCÉ,Instituciones Prestadoras de Servicios de Salud - IPS,NO,8
Sucre,SINCÉ,Instituciones Prestadoras de Servicios de Salud - IPS,SI,5
Sucre,SINCÉ,Profesional Independiente,NO,8
Sucre,SINCELEJO,Instituciones Prestadoras de Servicios de Salud - IPS,NO,238
Sucre,SINCELEJO,Instituciones Prestadoras de Servicios de Salud - IPS,SI,22
Sucre,SINCELEJO,Objeto Social Diferente a la Prestación de Servicios de Salud,NO,15
Sucre,SINCELEJO,Profesional Independiente,NO,235
Sucre,SINCELEJO,Transporte Especial de Pacientes,NO,3
Sucre,SUCRE,Instituciones Prestadoras de Servicios de Salud - IPS,NO,5
Sucre,SUCRE,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Sucre,SUCRE,Profesional Independiente,NO,3
Sucre,TOLÚ VIEJO,Instituciones Prestadoras de Servicios de Salud - IPS,NO,6
Sucre,TOLÚ VIEJO,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Sucre,TOLÚ VIEJO,Profesional Independiente,NO,2
Tolima,ALPUJARRA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Tolima,ALVARADO,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Tolima,ALVARADO,Transporte Especial de Pacientes,NO,1
Tolima,AMBALEMA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Tolima,AMBALEMA,Profesional Independiente,NO,1
Tolima,ANZOÁTEGUI,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Tolima,ARMERO,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Tolima,ARMERO,Profesional Independiente,NO,5
Tolima,ARMERO,Transporte Especial de Pacientes,NO,1
Tolima,ATACO,Instituciones Prestadoras de Servicios de Salud - IPS,SI,6
Tolima,CAJAMARCA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,2
Tolima,CAJAMARCA,Profesional Independiente,NO,4
Tolima,CARMEN DE APICALÁ,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Tolima,CARMEN DE APICALÁ,Profesional Independiente,NO,4
Tolima,CASABIANCA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,2
Tolima,CHAPARRAL,Instituciones Prestadoras de Servicios de Salud - IPS,NO,9
Tolima,CHAPARRAL,Instituciones Prestadoras de Servicios de Salud - IPS,SI,2
Tolima,CHAPARRAL,Profesional Independiente,NO,25
Tolima,COELLO,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Tolima,COYAIMA,Instituciones Prestadoras de Servicios de Salud - IPS,NO,1
Tolima,COYAIMA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,2
Tolima,COYAIMA,Profesional Independiente,NO,2
Tolima,CUNDAY,Instituciones Prestadoras de Servicios de Salud - IPS,SI,3
Tolima,DOLORES,Instituciones Prestadoras de Servicios de Salud - IPS,SI,5
Tolima,DOLORES,Profesional Independiente,NO,6
Tolima,ESPINAL,Instituciones Prestadoras de Servicios de Salud - IPS,NO,32
Tolima,ESPINAL,Instituciones Prestadoras de Servicios de Salud - IPS,SI,3
Tolima,ESPINAL,Objeto Social Diferente a la Prestación de Servicios de Salud,NO,6
Tolima,ESPINAL,Profesional Independiente,NO,65
Tolima,ESPINAL,Transporte Especial de Pacientes,NO,1
Tolima,FALAN,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Tolima,FLANDES,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Tolima,FLANDES,Profesional Independiente,NO,1
Tolima,FLANDES,Transporte Especial de Pacientes,NO,1
Tolima,FRESNO,Instituciones Prestadoras de Servicios de Salud - IPS,NO,2
Tolima,FRESNO,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Tolima,FRESNO,Profesional Independiente,NO,23
Tolima,GUAMO,Instituciones Prestadoras de Servicios de Salud - IPS,NO,4
Tolima,GUAMO,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Tolima,GUAMO,Objeto Social Diferente a la Prestación de Servicios de Salud,NO,1
Tolima,GUAMO,Profesional Independiente,NO,15
Tolima,GUAMO,Transporte Especial de Pacientes,NO,1
Tolima,HERVEO,Instituciones Prestadoras de Servicios de Salud - IPS,SI,5
Tolima,HERVEO,Profesional Independiente,NO,3
Tolima,HONDA,Instituciones Prestadoras de Servicios de Salud - IPS,NO,8
Tolima,HONDA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Tolima,HONDA,Profesional Independiente,NO,8
Tolima,IBAGUÉ,Instituciones Prestadoras de Servicios de Salud - IPS,NO,323
Tolima,IBAGUÉ,Instituciones Prestadoras de Servicios de Salud - IPS,SI,35
Tolima,IBAGUÉ,Objeto Social Diferente a la Prestación de Servicios de Salud,NO,22
Tolima,IBAGUÉ,Profesional Independiente,NO,746
Tolima,IBAGUÉ,Transporte Especial de Pacientes,NO,19
Tolima,ICONONZO,Instituciones Prestadoras de Servicios de Salud - IPS,SI,6
Tolima,ICONONZO,Profesional Independiente,NO,5
Tolima,LÉRIDA,Instituciones Prestadoras de Servicios de Salud - IPS,NO,1
Tolima,LÉRIDA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,2
Tolima,LÉRIDA,Profesional Independiente,NO,11
Tolima,LÍBANO,Instituciones Prestadoras de Servicios de Salud - IPS,NO,5
Tolima,LÍBANO,Instituciones Prestadoras de Servicios de Salud - IPS,SI,4
Tolima,LÍBANO,Profesional Independiente,NO,19
Tolima,MARIQUITA,Instituciones Prestadoras de Servicios de Salud - IPS,NO,7
Tolima,MARIQUITA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Tolima,MARIQUITA,Objeto Social Diferente a la Prestación de Servicios de Salud,NO,1
Tolima,MARIQUITA,Profesional Independiente,NO,43
Tolima,MELGAR,Instituciones Prestadoras de Servicios de Salud - IPS,NO,8
Tolima,MELGAR,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Tolima,MELGAR,Objeto Social Diferente a la Prestación de Servicios de Salud,NO,2
Tolima,MELGAR,Profesional Independiente,NO,23
Tolima,MURILLO,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Tolima,NATAGAIMA,Instituciones Prestadoras de Servicios de Salud - IPS,NO,1
Tolima,NATAGAIMA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Tolima,NATAGAIMA,Profesional Independiente,NO,3
Tolima,ORTEGA,Instituciones Prestadoras de Servicios de Salud - IPS,NO,4
Tolima,ORTEGA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Tolima,PALOCABILDO,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Tolima,PALOCABILDO,Profesional Independiente,NO,2
Tolima,PIEDRAS,Instituciones Prestadoras de Servicios de Salud - IPS,SI,2
Tolima,PLANADAS,Instituciones Prestadoras de Servicios de Salud - IPS,SI,3
Tolima,PLANADAS,Profesional Independiente,NO,8
Tolima,PRADO,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Tolima,PRADO,Profesional Independiente,NO,2
Tolima,PURIFICACIÓN,Instituciones Prestadoras de Servicios de Salud - IPS,NO,4
Tolima,PURIFICACIÓN,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Tolima,PURIFICACIÓN,Profesional Independiente,NO,6
Tolima,RIOBLANCO,Instituciones Prestadoras de Servicios de Salud - IPS,NO,2
Tolima,RIOBLANCO,Instituciones Prestadoras de Servicios de Salud - IPS,SI,12
Tolima,RIOBLANCO,Profesional Independiente,NO,1
Tolima,RONCESVALLES,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Tolima,ROVIRA,Instituciones Prestadoras de Servicios de Salud - IPS,NO,1
Tolima,ROVIRA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,2
Tolima,ROVIRA,Profesional Independiente,NO,10
Tolima,SALDAÑA,Instituciones Prestadoras de Servicios de Salud - IPS,NO,1
Tolima,SALDAÑA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Tolima,SALDAÑA,Profesional Independiente,NO,8
Tolima,SAN ANTONIO,Instituciones Prestadoras de Servicios de Salud - IPS,NO,1
Tolima,SAN ANTONIO,Instituciones Prestadoras de Servicios de Salud - IPS,SI,2
Tolima,SAN ANTONIO,Profesional Independiente,NO,1
Tolima,SAN LUIS,Instituciones Prestadoras de Servicios de Salud - IPS,NO,1
Tolima,SAN LUIS,Instituciones Prestadoras de Servicios de Salud - IPS,SI,2
Tolima,SANTA ISABEL,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Tolima,SUÁREZ,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Tolima,VALLE DE SAN JUAN,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Tolima,VENADILLO,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Tolima,VENADILLO,Profesional Independiente,NO,5
Tolima,VILLAHERMOSA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Tolima,VILLARRICA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Tolima,VILLARRICA,Profesional Independiente,NO,1
Valle del cauca,ALCALÁ,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Valle del cauca,ALCALÁ,Objeto Social Diferente a la Prestación de Servicios de Salud,NO,1
Valle del cauca,ALCALÁ,Profesional Independiente,NO,3
Valle del cauca,ANDALUCÍA,Instituciones Prestadoras de Servicios de Salud - IPS,NO,5
Valle del cauca,ANDALUCÍA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,5
Valle del cauca,ANDALUCÍA,Profesional Independiente,NO,4
Valle del cauca,ANDALUCÍA,Transporte Especial de Pacientes,NO,1
Valle del cauca,ANSERMANUEVO,Instituciones Prestadoras de Servicios de Salud - IPS,NO,1
Valle del cauca,ANSERMANUEVO,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Valle del cauca,ANSERMANUEVO,Profesional Independiente,NO,1
Valle del cauca,ARGELIA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Valle del cauca,BOLÍVAR,Instituciones Prestadoras de Servicios de Salud - IPS,SI,10
Valle del cauca,BOLÍVAR,Profesional Independiente,NO,3
Valle del cauca,BUENAVENTURA,Instituciones Prestadoras de Servicios de Salud - IPS,NO,76
Valle del cauca,BUENAVENTURA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,20
Valle del cauca,BUENAVENTURA,Objeto Social Diferente a la Prestación de Servicios de Salud,NO,8
Valle del cauca,BUENAVENTURA,Profesional Independiente,NO,78
Valle del cauca,BUENAVENTURA,Transporte Especial de Pacientes,NO,1
Valle del cauca,BUGALAGRANDE,Instituciones Prestadoras de Servicios de Salud - IPS,NO,6
Valle del cauca,BUGALAGRANDE,Instituciones Prestadoras de Servicios de Salud - IPS,SI,2
Valle del cauca,BUGALAGRANDE,Objeto Social Diferente a la Prestación de Servicios de Salud,NO,1
Valle del cauca,BUGALAGRANDE,Profesional Independiente,NO,6
Valle del cauca,BUGALAGRANDE,Transporte Especial de Pacientes,NO,1
Valle del cauca,CAICEDONIA,Instituciones Prestadoras de Servicios de Salud - IPS,NO,3
Valle del cauca,CAICEDONIA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,11
Valle del cauca,CAICEDONIA,Objeto Social Diferente a la Prestación de Servicios de Salud,NO,2
Valle del cauca,CAICEDONIA,Profesional Independiente,NO,16
Valle del cauca,CALI,Instituciones Prestadoras de Servicios de Salud - IPS,NO,951
Valle del cauca,CALI,Instituciones Prestadoras de Servicios de Salud - IPS,SI,105
Valle del cauca,CALI,Objeto Social Diferente a la Prestación de Servicios de Salud,NO,99
Valle del cauca,CALI,Profesional Independiente,NO,3793
Valle del cauca,CALI,Transporte Especial de Pacientes,NO,85
Valle del cauca,CALIMA,Instituciones Prestadoras de Servicios de Salud - IPS,NO,2
Valle del cauca,CALIMA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Valle del cauca,CALIMA,Profesional Independiente,NO,4
Valle del cauca,CANDELARIA,Instituciones Prestadoras de Servicios de Salud - IPS,NO,10
Valle del cauca,CANDELARIA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,7
Valle del cauca,CANDELARIA,Objeto Social Diferente a la Prestación de Servicios de Salud,NO,4
Valle del cauca,CANDELARIA,Profesional Independiente,NO,38
Valle del cauca,CANDELARIA,Transporte Especial de Pacientes,NO,3
Valle del cauca,CARTAGO,Instituciones Prestadoras de Servicios de Salud - IPS,NO,52
Valle del cauca,CARTAGO,Instituciones Prestadoras de Servicios de Salud - IPS,SI,11
Valle del cauca,CARTAGO,Objeto Social Diferente a la Prestación de Servicios de Salud,NO,6
Valle del cauca,CARTAGO,Profesional Independiente,NO,198
Valle del cauca,CARTAGO,Transporte Especial de Pacientes,NO,8
Valle del cauca,DAGUA,Instituciones Prestadoras de Servicios de Salud - IPS,NO,8
Valle del cauca,DAGUA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,5
Valle del cauca,DAGUA,Profesional Independiente,NO,10
Valle del cauca,EL ÁGUILA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Valle del cauca,EL CAIRO,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Valle del cauca,EL CAIRO,Profesional Independiente,NO,1
Valle del cauca,EL CERRITO,Instituciones Prestadoras de Servicios de Salud - IPS,NO,13
Valle del cauca,EL CERRITO,Instituciones Prestadoras de Servicios de Salud - IPS,SI,12
Valle del cauca,EL CERRITO,Objeto Social Diferente a la Prestación de Servicios de Salud,NO,1
Valle del cauca,EL CERRITO,Profesional Independiente,NO,26
Valle del cauca,EL CERRITO,Transporte Especial de Pacientes,NO,4
Valle del cauca,EL DOVIO,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Valle del cauca,FLORIDA,Instituciones Prestadoras de Servicios de Salud - IPS,NO,7
Valle del cauca,FLORIDA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,4
Valle del cauca,FLORIDA,Objeto Social Diferente a la Prestación de Servicios de Salud,NO,1
Valle del cauca,FLORIDA,Profesional Independiente,NO,37
Valle del cauca,FLORIDA,Transporte Especial de Pacientes,NO,1
Valle del cauca,GINEBRA,Instituciones Prestadoras de Servicios de Salud - IPS,NO,1
Valle del cauca,GINEBRA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Valle del cauca,GINEBRA,Objeto Social Diferente a la Prestación de Servicios de Salud,NO,1
Valle del cauca,GINEBRA,Profesional Independiente,NO,6
Valle del cauca,GINEBRA,Transporte Especial de Pacientes,NO,1
Valle del cauca,GUACARÍ,Instituciones Prestadoras de Servicios de Salud - IPS,NO,8
Valle del cauca,GUACARÍ,Instituciones Prestadoras de Servicios de Salud - IPS,SI,5
Valle del cauca,GUACARÍ,Objeto Social Diferente a la Prestación de Servicios de Salud,NO,1
Valle del cauca,GUACARÍ,Profesional Independiente,NO,11
Valle del cauca,GUACARÍ,Transporte Especial de Pacientes,NO,1
Valle del cauca,GUADALAJARA DE BUGA,Instituciones Prestadoras de Servicios de Salud - IPS,NO,53
Valle del cauca,GUADALAJARA DE BUGA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,8
Valle del cauca,GUADALAJARA DE BUGA,Objeto Social Diferente a la Prestación de Servicios de Salud,NO,2
Valle del cauca,GUADALAJARA DE BUGA,Profesional Independiente,NO,155
Valle del cauca,GUADALAJARA DE BUGA,Transporte Especial de Pacientes,NO,2
